record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,date,day_of_week,plot_type,genus,species,taxa
5137,12,31,1981,14,OL,M,23,38,1981-12-31,Thu,Control,Onychomys,leucogaster,Rodent
5138,12,31,1981,24,DM,M,33,25,1981-12-31,Thu,Rodent Exclosure,Dipodomys,merriami,Rodent
5139,12,31,1981,10,PE,M,21,21,1981-12-31,Thu,Rodent Exclosure,Peromyscus,eremicus,Rodent
5140,12,31,1981,8,DS,M,49,135,1981-12-31,Thu,Control,Dipodomys,spectabilis,Rodent
5141,12,31,1981,9,DM,F,33,34,1981-12-31,Thu,Spectab exclosure,Dipodomys,merriami,Rodent
5142,12,31,1981,11,RM,F,17,14,1981-12-31,Thu,Control,Reithrodontomys,megalotis,Rodent
5143,12,31,1981,9,DS,F,50,140,1981-12-31,Thu,Spectab exclosure,Dipodomys,spectabilis,Rodent
5144,12,31,1981,8,DS,M,53,140,1981-12-31,Thu,Control,Dipodomys,spectabilis,Rodent
5145,12,31,1981,12,DM,M,36,46,1981-12-31,Thu,Control,Dipodomys,merriami,Rodent
5146,12,31,1981,12,DM,F,37,43,1981-12-31,Thu,Control,Dipodomys,merriami,Rodent
5147,12,31,1981,11,OT,M,22,27,1981-12-31,Thu,Control,Onychomys,torridus,Rodent
5148,12,31,1981,13,PE,M,19,21,1981-12-31,Thu,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
5149,12,31,1981,11,DM,M,36,45,1981-12-31,Thu,Control,Dipodomys,merriami,Rodent
5150,12,31,1981,12,DM,M,38,50,1981-12-31,Thu,Control,Dipodomys,merriami,Rodent
5151,12,31,1981,8,DO,M,34,49,1981-12-31,Thu,Control,Dipodomys,ordii,Rodent
5152,12,31,1981,11,OT,M,21,23,1981-12-31,Thu,Control,Onychomys,torridus,Rodent
5153,12,31,1981,12,DO,F,36,38,1981-12-31,Thu,Control,Dipodomys,ordii,Rodent
5154,12,31,1981,13,DS,F,51,153,1981-12-31,Thu,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5155,12,31,1981,14,DM,F,34,44,1981-12-31,Thu,Control,Dipodomys,merriami,Rodent
5156,12,31,1981,11,DM,F,37,47,1981-12-31,Thu,Control,Dipodomys,merriami,Rodent
5157,12,31,1981,13,DM,M,36,45,1981-12-31,Thu,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5158,1,1,1982,1,DO,F,37,49,1982-01-01,Fri,Spectab exclosure,Dipodomys,ordii,Rodent
5159,1,1,1982,5,DM,F,34,42,1982-01-01,Fri,Rodent Exclosure,Dipodomys,merriami,Rodent
5160,1,1,1982,3,RM,F,16,11,1982-01-01,Fri,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5161,1,1,1982,5,NL,F,33,193,1982-01-01,Fri,Rodent Exclosure,Neotoma,albigula,Rodent
5162,1,1,1982,3,RM,F,17,10,1982-01-01,Fri,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5163,1,1,1982,3,NL,F,34,163,1982-01-01,Fri,Long-term Krat Exclosure,Neotoma,albigula,Rodent
5164,1,1,1982,2,DS,F,49,78,1982-01-01,Fri,Control,Dipodomys,spectabilis,Rodent
5165,1,1,1982,3,PF,M,15,6,1982-01-01,Fri,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5166,1,1,1982,4,DM,M,36,49,1982-01-01,Fri,Control,Dipodomys,merriami,Rodent
5167,1,1,1982,2,DM,M,35,45,1982-01-01,Fri,Control,Dipodomys,merriami,Rodent
5168,1,1,1982,4,DS,M,52,117,1982-01-01,Fri,Control,Dipodomys,spectabilis,Rodent
5169,1,1,1982,5,DM,F,35,49,1982-01-01,Fri,Rodent Exclosure,Dipodomys,merriami,Rodent
5170,1,1,1982,6,DS,F,49,124,1982-01-01,Fri,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5171,1,1,1982,1,DS,M,52,168,1982-01-01,Fri,Spectab exclosure,Dipodomys,spectabilis,Rodent
5172,1,1,1982,1,DS,M,53,160,1982-01-01,Fri,Spectab exclosure,Dipodomys,spectabilis,Rodent
5173,1,1,1982,2,DS,M,50,83,1982-01-01,Fri,Control,Dipodomys,spectabilis,Rodent
5174,1,1,1982,3,PM,M,20,24,1982-01-01,Fri,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
5175,1,1,1982,5,DM,M,36,40,1982-01-01,Fri,Rodent Exclosure,Dipodomys,merriami,Rodent
5176,1,1,1982,5,RM,M,16,9,1982-01-01,Fri,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5177,1,1,1982,2,DO,F,37,61,1982-01-01,Fri,Control,Dipodomys,ordii,Rodent
5178,1,1,1982,2,PE,F,20,25,1982-01-01,Fri,Control,Peromyscus,eremicus,Rodent
5179,1,1,1982,1,DO,F,37,38,1982-01-01,Fri,Spectab exclosure,Dipodomys,ordii,Rodent
5181,1,1,1982,1,DM,M,37,51,1982-01-01,Fri,Spectab exclosure,Dipodomys,merriami,Rodent
5182,1,1,1982,3,RM,F,16,15,1982-01-01,Fri,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5183,1,1,1982,4,DM,F,36,51,1982-01-01,Fri,Control,Dipodomys,merriami,Rodent
5184,1,1,1982,2,PE,F,19,21,1982-01-01,Fri,Control,Peromyscus,eremicus,Rodent
5185,1,1,1982,5,DM,M,38,56,1982-01-01,Fri,Rodent Exclosure,Dipodomys,merriami,Rodent
5186,1,1,1982,1,DM,M,35,42,1982-01-01,Fri,Spectab exclosure,Dipodomys,merriami,Rodent
5187,1,1,1982,2,OL,F,21,27,1982-01-01,Fri,Control,Onychomys,leucogaster,Rodent
5188,1,1,1982,3,RM,F,16,16,1982-01-01,Fri,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5189,1,1,1982,1,DO,F,36,55,1982-01-01,Fri,Spectab exclosure,Dipodomys,ordii,Rodent
5190,1,1,1982,2,RM,F,17,11,1982-01-01,Fri,Control,Reithrodontomys,megalotis,Rodent
5191,1,1,1982,4,DM,M,36,34,1982-01-01,Fri,Control,Dipodomys,merriami,Rodent
5192,1,1,1982,2,PE,M,18,24,1982-01-01,Fri,Control,Peromyscus,eremicus,Rodent
5193,1,1,1982,4,DM,F,37,38,1982-01-01,Fri,Control,Dipodomys,merriami,Rodent
5194,1,1,1982,5,DM,M,36,53,1982-01-01,Fri,Rodent Exclosure,Dipodomys,merriami,Rodent
5195,1,1,1982,6,NL,M,35,152,1982-01-01,Fri,Short-term Krat Exclosure,Neotoma,albigula,Rodent
5196,1,1,1982,2,PE,M,19,25,1982-01-01,Fri,Control,Peromyscus,eremicus,Rodent
5197,1,1,1982,4,DS,M,52,155,1982-01-01,Fri,Control,Dipodomys,spectabilis,Rodent
5198,1,1,1982,5,DM,M,37,47,1982-01-01,Fri,Rodent Exclosure,Dipodomys,merriami,Rodent
5199,1,24,1982,11,DM,M,36,48,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5200,1,24,1982,24,PE,M,20,22,1982-01-24,Sun,Rodent Exclosure,Peromyscus,eremicus,Rodent
5201,1,24,1982,12,NL,F,32,220,1982-01-24,Sun,Control,Neotoma,albigula,Rodent
5202,1,24,1982,19,PF,M,15,7,1982-01-24,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5205,1,24,1982,24,DM,M,35,33,1982-01-24,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
5206,1,24,1982,20,DO,M,37,38,1982-01-24,Sun,Short-term Krat Exclosure,Dipodomys,ordii,Rodent
5207,1,24,1982,24,DO,M,34,42,1982-01-24,Sun,Rodent Exclosure,Dipodomys,ordii,Rodent
5208,1,24,1982,1,DO,F,37,48,1982-01-24,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
5209,1,24,1982,11,DM,F,35,44,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5210,1,24,1982,12,DM,M,38,48,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5211,1,24,1982,23,RM,M,16,9,1982-01-24,Sun,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5212,1,24,1982,21,RM,F,16,8,1982-01-24,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5213,1,24,1982,7,PE,F,19,22,1982-01-24,Sun,Rodent Exclosure,Peromyscus,eremicus,Rodent
5214,1,24,1982,11,DS,F,49,149,1982-01-24,Sun,Control,Dipodomys,spectabilis,Rodent
5215,1,24,1982,19,PM,M,21,24,1982-01-24,Sun,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
5216,1,24,1982,18,DS,F,51,120,1982-01-24,Sun,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5217,1,24,1982,12,RM,F,18,13,1982-01-24,Sun,Control,Reithrodontomys,megalotis,Rodent
5218,1,24,1982,11,NL,M,34,168,1982-01-24,Sun,Control,Neotoma,albigula,Rodent
5219,1,24,1982,12,DM,M,38,48,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5221,1,24,1982,12,DM,F,38,44,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5223,1,24,1982,11,DM,F,37,46,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5224,1,24,1982,12,RM,M,15,7,1982-01-24,Sun,Control,Reithrodontomys,megalotis,Rodent
5225,1,24,1982,24,PE,F,20,21,1982-01-24,Sun,Rodent Exclosure,Peromyscus,eremicus,Rodent
5226,1,24,1982,11,DM,M,36,51,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5227,1,24,1982,24,DM,F,33,30,1982-01-24,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
5228,1,24,1982,20,RM,M,16,11,1982-01-24,Sun,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5230,1,24,1982,19,RM,M,17,12,1982-01-24,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5231,1,24,1982,22,DS,M,51,133,1982-01-24,Sun,Control,Dipodomys,spectabilis,Rodent
5232,1,24,1982,9,DO,F,35,44,1982-01-24,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
5233,1,24,1982,9,DS,F,51,151,1982-01-24,Sun,Spectab exclosure,Dipodomys,spectabilis,Rodent
5234,1,24,1982,10,PM,M,19,20,1982-01-24,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
5235,1,24,1982,11,DM,M,38,44,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5236,1,24,1982,10,PM,F,20,19,1982-01-24,Sun,Rodent Exclosure,Peromyscus,maniculatus,Rodent
5237,1,24,1982,12,DM,M,37,48,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5238,1,24,1982,1,DM,M,36,39,1982-01-24,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
5239,1,24,1982,1,DO,M,37,45,1982-01-24,Sun,Spectab exclosure,Dipodomys,ordii,Rodent
5240,1,24,1982,10,RM,M,17,10,1982-01-24,Sun,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5242,1,24,1982,11,RM,F,17,14,1982-01-24,Sun,Control,Reithrodontomys,megalotis,Rodent
5243,1,24,1982,20,DS,F,51,190,1982-01-24,Sun,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5245,1,24,1982,21,RM,M,14,11,1982-01-24,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5246,1,24,1982,24,RM,M,16,10,1982-01-24,Sun,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5247,1,24,1982,18,DM,F,35,27,1982-01-24,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5249,1,24,1982,12,DM,M,34,33,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5250,1,24,1982,9,DM,F,36,39,1982-01-24,Sun,Spectab exclosure,Dipodomys,merriami,Rodent
5251,1,24,1982,21,PF,M,16,6,1982-01-24,Sun,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5252,1,24,1982,20,DM,F,37,38,1982-01-24,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5253,1,24,1982,24,DO,F,35,58,1982-01-24,Sun,Rodent Exclosure,Dipodomys,ordii,Rodent
5254,1,24,1982,11,OT,M,19,25,1982-01-24,Sun,Control,Onychomys,torridus,Rodent
5255,1,24,1982,24,DM,M,36,46,1982-01-24,Sun,Rodent Exclosure,Dipodomys,merriami,Rodent
5257,1,24,1982,11,PE,M,20,23,1982-01-24,Sun,Control,Peromyscus,eremicus,Rodent
5258,1,24,1982,24,DO,M,34,42,1982-01-24,Sun,Rodent Exclosure,Dipodomys,ordii,Rodent
5259,1,24,1982,22,DM,M,34,41,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5260,1,24,1982,11,DM,F,36,56,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5261,1,24,1982,11,OT,F,21,25,1982-01-24,Sun,Control,Onychomys,torridus,Rodent
5262,1,24,1982,19,OT,F,20,24,1982-01-24,Sun,Long-term Krat Exclosure,Onychomys,torridus,Rodent
5263,1,24,1982,18,DM,F,35,38,1982-01-24,Sun,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5264,1,24,1982,21,RM,F,16,10,1982-01-24,Sun,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5265,1,24,1982,11,DM,M,34,45,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5266,1,24,1982,18,NL,F,32,195,1982-01-24,Sun,Short-term Krat Exclosure,Neotoma,albigula,Rodent
5268,1,24,1982,12,DM,M,37,50,1982-01-24,Sun,Control,Dipodomys,merriami,Rodent
5269,1,25,1982,3,PE,F,19,30,1982-01-25,Mon,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
5270,1,25,1982,2,DS,F,48,89,1982-01-25,Mon,Control,Dipodomys,spectabilis,Rodent
5271,1,25,1982,13,OT,M,21,23,1982-01-25,Mon,Short-term Krat Exclosure,Onychomys,torridus,Rodent
5273,1,25,1982,15,PE,F,21,18,1982-01-25,Mon,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
5274,1,25,1982,4,DM,F,35,35,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5275,1,25,1982,3,OL,M,21,42,1982-01-25,Mon,Long-term Krat Exclosure,Onychomys,leucogaster,Rodent
5276,1,25,1982,5,NL,F,32,194,1982-01-25,Mon,Rodent Exclosure,Neotoma,albigula,Rodent
5277,1,25,1982,13,DM,M,36,56,1982-01-25,Mon,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5278,1,25,1982,14,DM,M,36,44,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5279,1,25,1982,16,PE,M,19,23,1982-01-25,Mon,Rodent Exclosure,Peromyscus,eremicus,Rodent
5280,1,25,1982,3,PF,M,14,7,1982-01-25,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5281,1,25,1982,13,PE,M,18,24,1982-01-25,Mon,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
5282,1,25,1982,2,DS,M,52,82,1982-01-25,Mon,Control,Dipodomys,spectabilis,Rodent
5283,1,25,1982,5,DM,F,36,54,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5284,1,25,1982,14,DM,M,36,38,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5285,1,25,1982,5,DM,M,37,40,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5286,1,25,1982,14,DM,F,34,38,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5287,1,25,1982,5,DM,F,35,42,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5288,1,25,1982,2,DM,M,35,44,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5289,1,25,1982,4,DM,M,37,41,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5290,1,25,1982,15,PF,F,15,7,1982-01-25,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5291,1,25,1982,13,PF,M,15,8,1982-01-25,Mon,Short-term Krat Exclosure,Perognathus,flavus,Rodent
5292,1,25,1982,2,OL,M,21,42,1982-01-25,Mon,Control,Onychomys,leucogaster,Rodent
5293,1,25,1982,13,DM,M,37,49,1982-01-25,Mon,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5294,1,25,1982,15,PE,M,20,22,1982-01-25,Mon,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
5295,1,25,1982,3,RM,F,16,13,1982-01-25,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5296,1,25,1982,6,DS,F,50,126,1982-01-25,Mon,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5297,1,25,1982,14,OL,F,20,43,1982-01-25,Mon,Control,Onychomys,leucogaster,Rodent
5298,1,25,1982,13,PF,F,15,11,1982-01-25,Mon,Short-term Krat Exclosure,Perognathus,flavus,Rodent
5299,1,25,1982,2,NL,F,32,165,1982-01-25,Mon,Control,Neotoma,albigula,Rodent
5300,1,25,1982,3,PF,F,15,7,1982-01-25,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5301,1,25,1982,2,PE,M,20,23,1982-01-25,Mon,Control,Peromyscus,eremicus,Rodent
5303,1,25,1982,5,DM,M,37,56,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5304,1,25,1982,17,DS,M,50,134,1982-01-25,Mon,Control,Dipodomys,spectabilis,Rodent
5305,1,25,1982,2,OT,M,19,24,1982-01-25,Mon,Control,Onychomys,torridus,Rodent
5306,1,25,1982,14,OL,M,21,44,1982-01-25,Mon,Control,Onychomys,leucogaster,Rodent
5307,1,25,1982,3,RM,F,16,12,1982-01-25,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5308,1,25,1982,5,DM,F,35,41,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5309,1,25,1982,14,OL,M,22,40,1982-01-25,Mon,Control,Onychomys,leucogaster,Rodent
5311,1,25,1982,5,DM,F,36,46,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5312,1,25,1982,14,OL,M,19,30,1982-01-25,Mon,Control,Onychomys,leucogaster,Rodent
5314,1,25,1982,17,RM,M,17,10,1982-01-25,Mon,Control,Reithrodontomys,megalotis,Rodent
5315,1,25,1982,16,RM,M,16,11,1982-01-25,Mon,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5316,1,25,1982,4,DM,M,36,36,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5317,1,25,1982,14,DM,F,36,52,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5318,1,25,1982,4,DM,F,37,37,1982-01-25,Mon,Control,Dipodomys,merriami,Rodent
5319,1,25,1982,5,DM,M,37,51,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5320,1,25,1982,13,DM,M,36,54,1982-01-25,Mon,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5322,1,25,1982,2,PE,M,20,22,1982-01-25,Mon,Control,Peromyscus,eremicus,Rodent
5323,1,25,1982,16,PE,F,21,29,1982-01-25,Mon,Rodent Exclosure,Peromyscus,eremicus,Rodent
5324,1,25,1982,5,DM,M,37,46,1982-01-25,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5325,1,25,1982,6,PE,M,20,22,1982-01-25,Mon,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
5327,2,22,1982,17,DS,M,49,150,1982-02-22,Mon,Control,Dipodomys,spectabilis,Rodent
5328,2,22,1982,17,RM,F,15,9,1982-02-22,Mon,Control,Reithrodontomys,megalotis,Rodent
5329,2,22,1982,19,RM,M,16,9,1982-02-22,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5330,2,22,1982,19,PM,M,21,23,1982-02-22,Mon,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
5331,2,22,1982,21,PF,F,14,6,1982-02-22,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5332,2,22,1982,17,DM,F,37,43,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5333,2,22,1982,24,DM,M,37,38,1982-02-22,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5335,2,22,1982,20,DO,M,37,46,1982-02-22,Mon,Short-term Krat Exclosure,Dipodomys,ordii,Rodent
5336,2,22,1982,18,DM,F,36,38,1982-02-22,Mon,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5337,2,22,1982,12,DS,F,49,122,1982-02-22,Mon,Control,Dipodomys,spectabilis,Rodent
5338,2,22,1982,12,NL,F,32,226,1982-02-22,Mon,Control,Neotoma,albigula,Rodent
5339,2,22,1982,18,PE,M,18,22,1982-02-22,Mon,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
5340,2,22,1982,24,DM,F,36,32,1982-02-22,Mon,Rodent Exclosure,Dipodomys,merriami,Rodent
5341,2,22,1982,22,DS,M,48,130,1982-02-22,Mon,Control,Dipodomys,spectabilis,Rodent
5342,2,22,1982,12,RM,F,16,13,1982-02-22,Mon,Control,Reithrodontomys,megalotis,Rodent
5343,2,22,1982,24,PE,F,20,21,1982-02-22,Mon,Rodent Exclosure,Peromyscus,eremicus,Rodent
5344,2,22,1982,18,NL,M,32,100,1982-02-22,Mon,Short-term Krat Exclosure,Neotoma,albigula,Rodent
5345,2,22,1982,24,PE,M,20,22,1982-02-22,Mon,Rodent Exclosure,Peromyscus,eremicus,Rodent
5346,2,22,1982,21,PF,F,14,4,1982-02-22,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5347,2,22,1982,18,DS,M,52,135,1982-02-22,Mon,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5348,2,22,1982,12,DM,F,37,48,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5349,2,22,1982,24,NL,M,33,226,1982-02-22,Mon,Rodent Exclosure,Neotoma,albigula,Rodent
5350,2,22,1982,21,PM,M,21,22,1982-02-22,Mon,Long-term Krat Exclosure,Peromyscus,maniculatus,Rodent
5351,2,22,1982,19,PE,F,21,24,1982-02-22,Mon,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
5353,2,22,1982,17,RM,M,17,9,1982-02-22,Mon,Control,Reithrodontomys,megalotis,Rodent
5354,2,22,1982,20,DS,F,51,158,1982-02-22,Mon,Short-term Krat Exclosure,Dipodomys,spectabilis,Rodent
5355,2,22,1982,20,DM,M,36,46,1982-02-22,Mon,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5356,2,22,1982,24,RM,M,16,9,1982-02-22,Mon,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5357,2,22,1982,20,RM,F,15,10,1982-02-22,Mon,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5359,2,22,1982,20,RM,M,17,10,1982-02-22,Mon,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5360,2,22,1982,21,PF,M,16,8,1982-02-22,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5361,2,22,1982,22,DM,M,34,38,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5362,2,22,1982,21,PF,F,16,8,1982-02-22,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5363,2,22,1982,17,DM,M,37,49,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5364,2,22,1982,24,DO,M,36,48,1982-02-22,Mon,Rodent Exclosure,Dipodomys,ordii,Rodent
5365,2,22,1982,22,DS,M,51,154,1982-02-22,Mon,Control,Dipodomys,spectabilis,Rodent
5366,2,22,1982,24,DO,M,37,45,1982-02-22,Mon,Rodent Exclosure,Dipodomys,ordii,Rodent
5367,2,22,1982,12,DM,M,37,47,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5368,2,22,1982,12,DM,M,38,51,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5369,2,22,1982,22,DS,M,51,80,1982-02-22,Mon,Control,Dipodomys,spectabilis,Rodent
5370,2,22,1982,12,DM,M,37,39,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5371,2,22,1982,20,PE,F,19,26,1982-02-22,Mon,Short-term Krat Exclosure,Peromyscus,eremicus,Rodent
5372,2,22,1982,20,DM,F,37,43,1982-02-22,Mon,Short-term Krat Exclosure,Dipodomys,merriami,Rodent
5373,2,22,1982,18,NL,F,31,88,1982-02-22,Mon,Short-term Krat Exclosure,Neotoma,albigula,Rodent
5374,2,22,1982,17,RM,M,17,11,1982-02-22,Mon,Control,Reithrodontomys,megalotis,Rodent
5375,2,22,1982,21,PF,F,16,7,1982-02-22,Mon,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5376,2,22,1982,19,RM,F,17,10,1982-02-22,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5377,2,22,1982,19,RM,F,16,8,1982-02-22,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5378,2,22,1982,18,RM,M,15,11,1982-02-22,Mon,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5379,2,22,1982,19,RM,M,17,12,1982-02-22,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5380,2,22,1982,17,RM,M,16,11,1982-02-22,Mon,Control,Reithrodontomys,megalotis,Rodent
5381,2,22,1982,22,DM,M,33,41,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5382,2,22,1982,19,RM,M,16,10,1982-02-22,Mon,Long-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5383,2,22,1982,12,DM,F,33,46,1982-02-22,Mon,Control,Dipodomys,merriami,Rodent
5384,2,22,1982,24,RM,F,16,11,1982-02-22,Mon,Rodent Exclosure,Reithrodontomys,megalotis,Rodent
5385,2,23,1982,5,DM,F,34,42,1982-02-23,Tue,Rodent Exclosure,Dipodomys,merriami,Rodent
5386,2,23,1982,3,PE,F,20,19,1982-02-23,Tue,Long-term Krat Exclosure,Peromyscus,eremicus,Rodent
5388,2,23,1982,11,DM,M,37,46,1982-02-23,Tue,Control,Dipodomys,merriami,Rodent
5389,2,23,1982,3,NL,F,33,145,1982-02-23,Tue,Long-term Krat Exclosure,Neotoma,albigula,Rodent
5390,2,23,1982,13,PF,M,17,8,1982-02-23,Tue,Short-term Krat Exclosure,Perognathus,flavus,Rodent
5391,2,23,1982,4,DM,M,35,41,1982-02-23,Tue,Control,Dipodomys,merriami,Rodent
5392,2,23,1982,14,DM,M,36,42,1982-02-23,Tue,Control,Dipodomys,merriami,Rodent
5393,2,23,1982,4,DM,F,36,41,1982-02-23,Tue,Control,Dipodomys,merriami,Rodent
5394,2,23,1982,11,DS,F,49,108,1982-02-23,Tue,Control,Dipodomys,spectabilis,Rodent
5395,2,23,1982,11,RM,F,17,13,1982-02-23,Tue,Control,Reithrodontomys,megalotis,Rodent
5396,2,23,1982,14,DM,F,37,43,1982-02-23,Tue,Control,Dipodomys,merriami,Rodent
5397,2,23,1982,3,PF,M,16,8,1982-02-23,Tue,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5398,2,23,1982,15,PF,M,16,7,1982-02-23,Tue,Long-term Krat Exclosure,Perognathus,flavus,Rodent
5399,2,23,1982,14,OL,M,21,38,1982-02-23,Tue,Control,Onychomys,leucogaster,Rodent
5400,2,23,1982,5,NL,F,32,248,1982-02-23,Tue,Rodent Exclosure,Neotoma,albigula,Rodent
5401,2,23,1982,11,NL,M,34,198,1982-02-23,Tue,Control,Neotoma,albigula,Rodent
5402,2,23,1982,6,RM,M,16,11,1982-02-23,Tue,Short-term Krat Exclosure,Reithrodontomys,megalotis,Rodent
5403,2,23,1982,3,NL,M,35,211,1982-02-23,Tue,Long-term Krat Exclosure,Neotoma,albigula,Rodent
